"gene_name","MI_score","p_value","p_adj_bonf","p_adj_fdr","significant","rank_mi"
"gene_11821",0.484247539001421,0.005,1,0.00516311313060701,TRUE,3041
"gene_11822",0.398818815028596,0.005,1,0.00516311313060701,TRUE,5091
"gene_11823",0.301782385245898,0.005,1,0.00516311313060701,TRUE,8472
"gene_11824",0.416811346832661,0.005,1,0.00516311313060701,TRUE,4571
"gene_11825",0.596897037761155,0.005,1,0.00516311313060701,TRUE,1422
"gene_11826",0.09652952869203,0.005,1,0.00516311313060701,TRUE,17167
"gene_11827",0.130716820616409,0.005,1,0.00516311313060701,TRUE,16143
"gene_11828",0.321204103507179,0.005,1,0.00516311313060701,TRUE,7683
"gene_11829",0.269719660695534,0.005,1,0.00516311313060701,TRUE,9812
"gene_11830",0.210683563709814,0.005,1,0.00516311313060701,TRUE,12554
"gene_11831",0.364425555785813,0.005,1,0.00516311313060701,TRUE,6158
"gene_11832",0.250945654461738,0.005,1,0.00516311313060701,TRUE,10641
"gene_11833",0.434392042328466,0.005,1,0.00516311313060701,TRUE,4116
"gene_11834",0.166938531518857,0.005,1,0.00516311313060701,TRUE,14608
"gene_11835",0.15475311703101,0.005,1,0.00516311313060701,TRUE,15160
"gene_11836",0.214685548096625,0.005,1,0.00516311313060701,TRUE,12371
"gene_11837",0.227739280108755,0.005,1,0.00516311313060701,TRUE,11738
"gene_11838",0.123536127739059,0.005,1,0.00516311313060701,TRUE,16404
"gene_11839",0.199462078132289,0.005,1,0.00516311313060701,TRUE,13134
"gene_11840",0.319685902434183,0.005,1,0.00516311313060701,TRUE,7734
"gene_11841",0.201303401489782,0.005,1,0.00516311313060701,TRUE,13031
"gene_11842",0.154892340371656,0.005,1,0.00516311313060701,TRUE,15150
"gene_11844",0.166333250408562,0.005,1,0.00516311313060701,TRUE,14635
"gene_11845",0.381982266657503,0.005,1,0.00516311313060701,TRUE,5597
"gene_11846",0.31714900728806,0.005,1,0.00516311313060701,TRUE,7830
"gene_11847",0.403248603006017,0.005,1,0.00516311313060701,TRUE,4939
"gene_11848",0.497039290993881,0.005,1,0.00516311313060701,TRUE,2807
"gene_11849",0.335265206521147,0.005,1,0.00516311313060701,TRUE,7156
"gene_11850",0.220243486624716,0.005,1,0.00516311313060701,TRUE,12098
"gene_11851",0.234846125443662,0.005,1,0.00516311313060701,TRUE,11392
"gene_11852",0.152474289851638,0.005,1,0.00516311313060701,TRUE,15252
"gene_11854",0.645195857979451,0.005,1,0.00516311313060701,TRUE,963
"gene_11855",0.107418765104551,0.005,1,0.00516311313060701,TRUE,16911
"gene_11856",0.202736946703061,0.005,1,0.00516311313060701,TRUE,12946
"gene_11857",0.26924640202356,0.005,1,0.00516311313060701,TRUE,9839
"gene_11858",0.164199292299199,0.005,1,0.00516311313060701,TRUE,14738
"gene_11859",0.298890688923269,0.005,1,0.00516311313060701,TRUE,8606
"gene_11860",0.332974810910916,0.005,1,0.00516311313060701,TRUE,7237
"gene_11861",0.168873048469492,0.005,1,0.00516311313060701,TRUE,14531
"gene_11862",0.174056522758103,0.005,1,0.00516311313060701,TRUE,14283
"gene_11863",0.48061802773151,0.005,1,0.00516311313060701,TRUE,3132
"gene_11864",0.267374622193526,0.005,1,0.00516311313060701,TRUE,9930
"gene_11865",0.411341171487505,0.005,1,0.00516311313060701,TRUE,4695
"gene_11866",0.242610960642342,0.005,1,0.00516311313060701,TRUE,11038
"gene_11867",0.4253778713579,0.005,1,0.00516311313060701,TRUE,4344
"gene_11868",0.434449498740257,0.005,1,0.00516311313060701,TRUE,4114
"gene_11869",0.400483467521715,0.005,1,0.00516311313060701,TRUE,5029
"gene_11870",0.444359517095697,0.005,1,0.00516311313060701,TRUE,3866
"gene_11871",0.572755281456707,0.005,1,0.00516311313060701,TRUE,1689
"gene_11872",0.259869042511658,0.005,1,0.00516311313060701,TRUE,10256
"gene_11873",0.250076901464245,0.005,1,0.00516311313060701,TRUE,10675
"gene_11874",0.372798383855068,0.005,1,0.00516311313060701,TRUE,5879
"gene_11875",0.182080361823147,0.005,1,0.00516311313060701,TRUE,13951
"gene_11876",0.16889557871581,0.005,1,0.00516311313060701,TRUE,14528
"gene_11877",0.426165350602139,0.005,1,0.00516311313060701,TRUE,4321
"gene_11878",0.235711704064165,0.005,1,0.00516311313060701,TRUE,11362
"gene_11879",0.360249889594925,0.005,1,0.00516311313060701,TRUE,6269
"gene_11880",0.169224236354761,0.005,1,0.00516311313060701,TRUE,14504
"gene_11881",0.261663550161042,0.005,1,0.00516311313060701,TRUE,10176
"gene_11882",0.103397382978909,0.005,1,0.00516311313060701,TRUE,17002
"gene_11883",0.144472337159478,0.005,1,0.00516311313060701,TRUE,15583
"gene_11884",0.381011753165681,0.005,1,0.00516311313060701,TRUE,5634
"gene_11885",0.483681702697624,0.005,1,0.00516311313060701,TRUE,3051
"gene_11886",0.218165755561412,0.005,1,0.00516311313060701,TRUE,12219
"gene_11887",0.228677394207541,0.005,1,0.00516311313060701,TRUE,11692
"gene_11888",0.60554483907159,0.005,1,0.00516311313060701,TRUE,1322
"gene_11889",0.263371789630256,0.005,1,0.00516311313060701,TRUE,10116
"gene_11891",0.383148939486818,0.005,1,0.00516311313060701,TRUE,5567
"gene_11892",0.338134946426192,0.005,1,0.00516311313060701,TRUE,7055
"gene_11893",0.257453858678089,0.005,1,0.00516311313060701,TRUE,10358
"gene_11894",0.701731785694538,0.005,1,0.00516311313060701,TRUE,622
"gene_11895",0.245007772974675,0.005,1,0.00516311313060701,TRUE,10906
"gene_11896",0.369493147062443,0.005,1,0.00516311313060701,TRUE,5992
"gene_11897",0.353786552141767,0.005,1,0.00516311313060701,TRUE,6479
"gene_11898",0.154965597794352,0.005,1,0.00516311313060701,TRUE,15142
"gene_11899",0.319694766612311,0.005,1,0.00516311313060701,TRUE,7733
"gene_11900",0.221273506859467,0.005,1,0.00516311313060701,TRUE,12049
"gene_11901",0.129891982535026,0.005,1,0.00516311313060701,TRUE,16169
"gene_11904",0.198609323311739,0.005,1,0.00516311313060701,TRUE,13169
"gene_11905",0.553218801127105,0.005,1,0.00516311313060701,TRUE,1937
"gene_11909",0.488417925741478,0.005,1,0.00516311313060701,TRUE,2964
"gene_11910",0.939372706989975,0.005,1,0.00516311313060701,TRUE,66
"gene_11911",0.40213950818153,0.005,1,0.00516311313060701,TRUE,4978
"gene_11912",0.454786721836814,0.005,1,0.00516311313060701,TRUE,3629
"gene_11915",0.306966845968362,0.005,1,0.00516311313060701,TRUE,8252
"gene_11916",0.848776047152632,0.005,1,0.00516311313060701,TRUE,178
"gene_11917",0.265287160686274,0.005,1,0.00516311313060701,TRUE,10030
"gene_11918",0.501662539548737,0.005,1,0.00516311313060701,TRUE,2730
"gene_11919",0.208153672990865,0.005,1,0.00516311313060701,TRUE,12664
"gene_11920",0.654172378973194,0.005,1,0.00516311313060701,TRUE,900
"gene_11921",0.230162439424141,0.005,1,0.00516311313060701,TRUE,11622
"gene_11922",0.176346103921991,0.005,1,0.00516311313060701,TRUE,14185
"gene_11923",0.336074532640574,0.005,1,0.00516311313060701,TRUE,7130
"gene_11924",0.534840028573388,0.005,1,0.00516311313060701,TRUE,2200
"gene_11925",0.26175365575356,0.005,1,0.00516311313060701,TRUE,10172
"gene_11927",0.533209457683647,0.005,1,0.00516311313060701,TRUE,2223
"gene_11928",0.330377243134872,0.005,1,0.00516311313060701,TRUE,7341
"gene_11930",0.348407196993433,0.005,1,0.00516311313060701,TRUE,6665
"gene_11931",0.289564241893653,0.005,1,0.00516311313060701,TRUE,8994
"gene_11932",0.265154613758671,0.005,1,0.00516311313060701,TRUE,10036
"gene_11933",0.237992543356585,0.005,1,0.00516311313060701,TRUE,11246
"gene_11934",0.037855559835009,0.415,1,0.415515702666064,FALSE,17724
"gene_11936",0.489333418570331,0.005,1,0.00516311313060701,TRUE,2947
"gene_11937",0.241956643826398,0.005,1,0.00516311313060701,TRUE,11076
"gene_11939",0.315488505316064,0.005,1,0.00516311313060701,TRUE,7898
"gene_11940",0.430498591248065,0.005,1,0.00516311313060701,TRUE,4215
"gene_11941",0.126846251600558,0.005,1,0.00516311313060701,TRUE,16288
"gene_11942",0.499142451474644,0.005,1,0.00516311313060701,TRUE,2772
"gene_11943",0.116643287339548,0.005,1,0.00516311313060701,TRUE,16621
"gene_11944",0.196815397893046,0.005,1,0.00516311313060701,TRUE,13246
"gene_11945",0.326209522533909,0.005,1,0.00516311313060701,TRUE,7500
"gene_11946",0.163851578062756,0.005,1,0.00516311313060701,TRUE,14755
"gene_11947",0.216422960381283,0.005,1,0.00516311313060701,TRUE,12303
"gene_11948",0.262491021044061,0.005,1,0.00516311313060701,TRUE,10139
"gene_11949",0.39911256248934,0.005,1,0.00516311313060701,TRUE,5077
"gene_11950",0.472353422888211,0.005,1,0.00516311313060701,TRUE,3288
"gene_11951",0.546773746920334,0.005,1,0.00516311313060701,TRUE,2017
"gene_11952",0.304211972896007,0.005,1,0.00516311313060701,TRUE,8379
"gene_11953",0.355534277496194,0.005,1,0.00516311313060701,TRUE,6416
"gene_11954",0.193353216270352,0.005,1,0.00516311313060701,TRUE,13416
"gene_11955",0.171185970615666,0.005,1,0.00516311313060701,TRUE,14419
"gene_11956",0.312261611963146,0.005,1,0.00516311313060701,TRUE,8036
"gene_11957",0.270612679332938,0.005,1,0.00516311313060701,TRUE,9779
"gene_11959",0.206702415188134,0.005,1,0.00516311313060701,TRUE,12742
"gene_11960",0.532881438290192,0.005,1,0.00516311313060701,TRUE,2228
"gene_11961",0.519317583249198,0.005,1,0.00516311313060701,TRUE,2439
"gene_11962",0.125142413833616,0.005,1,0.00516311313060701,TRUE,16348
"gene_11963",0.312063216090612,0.005,1,0.00516311313060701,TRUE,8046
"gene_11964",0.216609295930072,0.005,1,0.00516311313060701,TRUE,12295
"gene_11965",0.791413563750219,0.005,1,0.00516311313060701,TRUE,294
"gene_11966",0.191024256434495,0.005,1,0.00516311313060701,TRUE,13517
"gene_11967",0.429972950331903,0.005,1,0.00516311313060701,TRUE,4225
"gene_11969",0.346960530958298,0.005,1,0.00516311313060701,TRUE,6720
"gene_11970",0.107170950603664,0.01,1,0.0102438742487286,TRUE,16918
"gene_11971",0.238536785596508,0.005,1,0.00516311313060701,TRUE,11223
"gene_11972",0.475578792883461,0.005,1,0.00516311313060701,TRUE,3228
"gene_11973",0.410784926713692,0.005,1,0.00516311313060701,TRUE,4710
"gene_11974",0.239118377059793,0.005,1,0.00516311313060701,TRUE,11200
"gene_11975",0.336480479394917,0.005,1,0.00516311313060701,TRUE,7115
"gene_11976",0.300203518285286,0.005,1,0.00516311313060701,TRUE,8536
"gene_11977",0.333576287020582,0.005,1,0.00516311313060701,TRUE,7214
"gene_11978",0.227289681771978,0.005,1,0.00516311313060701,TRUE,11764
"gene_11979",0.553999429881465,0.005,1,0.00516311313060701,TRUE,1930
"gene_11980",0.243650537414612,0.005,1,0.00516311313060701,TRUE,10988
"gene_11981",0.428729470467581,0.005,1,0.00516311313060701,TRUE,4258
"gene_11982",0.16965389618512,0.005,1,0.00516311313060701,TRUE,14484
"gene_11983",0.40095683103239,0.005,1,0.00516311313060701,TRUE,5014
"gene_11984",0.109089636336501,0.005,1,0.00516311313060701,TRUE,16864
"gene_11985",0.499435051000768,0.005,1,0.00516311313060701,TRUE,2769
"gene_11986",0.3164546465353,0.005,1,0.00516311313060701,TRUE,7858
"gene_11987",0.103414296685868,0.01,1,0.0102438742487286,TRUE,17000
"gene_11988",0.0937138159845237,0.01,1,0.0102438742487286,TRUE,17235
"gene_11989",0.0970831939938837,0.005,1,0.00516311313060701,TRUE,17153
"gene_11990",0.246763205099904,0.005,1,0.00516311313060701,TRUE,10821
"gene_11991",0.100520778282734,0.005,1,0.00516311313060701,TRUE,17073
"gene_11992",0.432811808425146,0.005,1,0.00516311313060701,TRUE,4166
"gene_11993",0.240540250815617,0.005,1,0.00516311313060701,TRUE,11143
"gene_11994",0.366405593593064,0.005,1,0.00516311313060701,TRUE,6091
"gene_11995",0.350880828677401,0.005,1,0.00516311313060701,TRUE,6576
"gene_11996",0.525487121151125,0.005,1,0.00516311313060701,TRUE,2328
"gene_11997",0.536979482144352,0.005,1,0.00516311313060701,TRUE,2172
"gene_11998",0.304531027081479,0.005,1,0.00516311313060701,TRUE,8359
"gene_11999",0.513990889045708,0.005,1,0.00516311313060701,TRUE,2525
"gene_12000",0.268234521518522,0.005,1,0.00516311313060701,TRUE,9892
"gene_12001",0.170656590044414,0.005,1,0.00516311313060701,TRUE,14444
"gene_12002",0.353111014182907,0.005,1,0.00516311313060701,TRUE,6502
"gene_12003",0.311633548176117,0.005,1,0.00516311313060701,TRUE,8058
"gene_12004",0.512242856321786,0.005,1,0.00516311313060701,TRUE,2549
"gene_12005",0.333885765209695,0.005,1,0.00516311313060701,TRUE,7199
"gene_12006",0.434176525026563,0.005,1,0.00516311313060701,TRUE,4121
"gene_12007",0.531022982759377,0.005,1,0.00516311313060701,TRUE,2263
"gene_12009",0.615742556810632,0.005,1,0.00516311313060701,TRUE,1222
"gene_12010",0.445335449009464,0.005,1,0.00516311313060701,TRUE,3844
"gene_12011",0.510836914752624,0.005,1,0.00516311313060701,TRUE,2576
"gene_12012",0.439780040364837,0.005,1,0.00516311313060701,TRUE,3974
"gene_12013",0.855268231307483,0.005,1,0.00516311313060701,TRUE,166
"gene_12015",0.691020385360775,0.005,1,0.00516311313060701,TRUE,671
"gene_12016",0.275744683215308,0.005,1,0.00516311313060701,TRUE,9584
"gene_12017",0.141699448173597,0.005,1,0.00516311313060701,TRUE,15698
"gene_12018",0.702896250639777,0.005,1,0.00516311313060701,TRUE,614
"gene_12019",0.203039678365804,0.005,1,0.00516311313060701,TRUE,12930
"gene_12020",0.325816290409053,0.005,1,0.00516311313060701,TRUE,7512
"gene_12021",0.341777350438052,0.005,1,0.00516311313060701,TRUE,6904
"gene_12022",0.241135088034143,0.005,1,0.00516311313060701,TRUE,11122
"gene_12023",0.111548528224025,0.005,1,0.00516311313060701,TRUE,16791
"gene_12026",0.12910157955155,0.005,1,0.00516311313060701,TRUE,16202
"gene_12027",0.156140151934445,0.005,1,0.00516311313060701,TRUE,15098
"gene_12028",0.325319061464201,0.005,1,0.00516311313060701,TRUE,7530
"gene_12029",0.452987521073466,0.005,1,0.00516311313060701,TRUE,3663
"gene_12030",0.631422538476529,0.005,1,0.00516311313060701,TRUE,1070
"gene_12031",0.19017223715375,0.005,1,0.00516311313060701,TRUE,13557
"gene_12032",0.156391043637948,0.005,1,0.00516311313060701,TRUE,15092
"gene_12033",0.193836611709293,0.005,1,0.00516311313060701,TRUE,13389
"gene_12034",0.129703725657413,0.005,1,0.00516311313060701,TRUE,16175
"gene_12035",0.0688468265182198,0.185,1,0.185733461712732,FALSE,17616
"gene_12036",0.479480205600522,0.005,1,0.00516311313060701,TRUE,3151
"gene_12037",0.18992279587845,0.005,1,0.00516311313060701,TRUE,13568
"gene_12038",0.119355547524494,0.005,1,0.00516311313060701,TRUE,16534
"gene_12039",0.180703396563539,0.005,1,0.00516311313060701,TRUE,14023
"gene_12041",0.091636417591423,0.01,1,0.0102438742487286,TRUE,17282
"gene_12042",0.096023310876209,0.01,1,0.0102438742487286,TRUE,17178
"gene_12043",0.308880068459675,0.005,1,0.00516311313060701,TRUE,8174
"gene_12044",0.52459822408146,0.005,1,0.00516311313060701,TRUE,2344
"gene_12045",0.228040787272105,0.005,1,0.00516311313060701,TRUE,11726
"gene_12046",0.433755535846649,0.005,1,0.00516311313060701,TRUE,4139
"gene_12047",0.393726005997342,0.005,1,0.00516311313060701,TRUE,5251
"gene_12048",0.318543188566161,0.005,1,0.00516311313060701,TRUE,7772
"gene_12049",0.128284379189622,0.005,1,0.00516311313060701,TRUE,16229
"gene_12052",0.592275745598004,0.005,1,0.00516311313060701,TRUE,1472
"gene_12053",0.165650460615483,0.005,1,0.00516311313060701,TRUE,14668
"gene_12054",0.532766981414452,0.005,1,0.00516311313060701,TRUE,2230
"gene_12055",0.285347988717954,0.005,1,0.00516311313060701,TRUE,9171
"gene_12056",0.0901449057399049,0.025,1,0.0253837782105625,TRUE,17316
"gene_12059",0.140132007731508,0.005,1,0.00516311313060701,TRUE,15761
"gene_12060",0.435869583729718,0.005,1,0.00516311313060701,TRUE,4069
"gene_12061",0.46731123578795,0.005,1,0.00516311313060701,TRUE,3382
"gene_12062",0.588787840680553,0.005,1,0.00516311313060701,TRUE,1511
"gene_12064",0.356038048317799,0.005,1,0.00516311313060701,TRUE,6408
"gene_12065",0.740997362184975,0.005,1,0.00516311313060701,TRUE,449
"gene_12067",0.419989652090512,0.005,1,0.00516311313060701,TRUE,4474
"gene_12068",0.715327747014048,0.005,1,0.00516311313060701,TRUE,567
"gene_12070",0.516652937207521,0.005,1,0.00516311313060701,TRUE,2479
"gene_12071",0.302816939667372,0.005,1,0.00516311313060701,TRUE,8428
"gene_12073",0.572639533474694,0.005,1,0.00516311313060701,TRUE,1691
"gene_12074",0.222186579559914,0.005,1,0.00516311313060701,TRUE,11999
"gene_12075",0.149097115899435,0.005,1,0.00516311313060701,TRUE,15392
"gene_12076",0.312895364284668,0.005,1,0.00516311313060701,TRUE,8011
"gene_12077",0.336049727045609,0.005,1,0.00516311313060701,TRUE,7132
"gene_12078",0.868919598019188,0.005,1,0.00516311313060701,TRUE,138
"gene_12079",0.568257900677001,0.005,1,0.00516311313060701,TRUE,1751
"gene_12080",0.156648365361582,0.005,1,0.00516311313060701,TRUE,15082
"gene_12081",0.293914977255114,0.005,1,0.00516311313060701,TRUE,8824
"gene_12082",0.22666790180894,0.005,1,0.00516311313060701,TRUE,11783
"gene_12083",0.103111475766391,0.005,1,0.00516311313060701,TRUE,17007
"gene_12084",0.233897696576123,0.005,1,0.00516311313060701,TRUE,11443
"gene_12085",0.309183306178659,0.005,1,0.00516311313060701,TRUE,8157
"gene_12086",0.301674731882774,0.005,1,0.00516311313060701,TRUE,8474
"gene_12087",0.419747366556113,0.005,1,0.00516311313060701,TRUE,4485
"gene_12088",0.299012680268482,0.005,1,0.00516311313060701,TRUE,8595
"gene_12089",0.743697815049512,0.005,1,0.00516311313060701,TRUE,432
"gene_12090",0.300443188984334,0.005,1,0.00516311313060701,TRUE,8524
"gene_12091",0.279913731955637,0.005,1,0.00516311313060701,TRUE,9399
"gene_12092",0.0677287544394405,0.155,1,0.155729184379074,FALSE,17623
"gene_12093",0.249535446485484,0.005,1,0.00516311313060701,TRUE,10703
"gene_12095",0.299567533385007,0.005,1,0.00516311313060701,TRUE,8574
"gene_12096",0.237281416360187,0.005,1,0.00516311313060701,TRUE,11283
"gene_12097",0.144864865787053,0.005,1,0.00516311313060701,TRUE,15564
"gene_12098",0.100575398530643,0.005,1,0.00516311313060701,TRUE,17072
"gene_12099",0.478076308349502,0.005,1,0.00516311313060701,TRUE,3177
"gene_12100",0.312164715836411,0.005,1,0.00516311313060701,TRUE,8045
"gene_12101",0.298005782360785,0.005,1,0.00516311313060701,TRUE,8630
"gene_12102",0.138291463888932,0.005,1,0.00516311313060701,TRUE,15842
"gene_12103",0.119421869892214,0.005,1,0.00516311313060701,TRUE,16532
"gene_12104",0.275806254322026,0.005,1,0.00516311313060701,TRUE,9582
"gene_12105",0.25065617336026,0.005,1,0.00516311313060701,TRUE,10653
"gene_12106",0.151649179812376,0.005,1,0.00516311313060701,TRUE,15290
"gene_12107",0.295208511895789,0.005,1,0.00516311313060701,TRUE,8751
"gene_12108",0.35511581211822,0.005,1,0.00516311313060701,TRUE,6430
"gene_12109",0.64852917306079,0.005,1,0.00516311313060701,TRUE,934
"gene_12110",0.320327054344005,0.005,1,0.00516311313060701,TRUE,7708
"gene_12111",0.464678674391135,0.005,1,0.00516311313060701,TRUE,3429
"gene_12112",0.352486747562073,0.005,1,0.00516311313060701,TRUE,6521
"gene_12113",0.614050680483784,0.005,1,0.00516311313060701,TRUE,1233
"gene_12114",0.450461226210864,0.005,1,0.00516311313060701,TRUE,3722
"gene_12115",0.381468324815829,0.005,1,0.00516311313060701,TRUE,5617
"gene_12116",0.109717383864586,0.005,1,0.00516311313060701,TRUE,16848
"gene_12117",0.321644573511164,0.005,1,0.00516311313060701,TRUE,7664
"gene_12118",0.159218840027773,0.005,1,0.00516311313060701,TRUE,14959
"gene_12119",0.149948532414635,0.005,1,0.00516311313060701,TRUE,15354
"gene_12120",0.750678194674898,0.005,1,0.00516311313060701,TRUE,410
"gene_12121",0.26381835228734,0.005,1,0.00516311313060701,TRUE,10100
"gene_12122",0.189830113886225,0.005,1,0.00516311313060701,TRUE,13572
"gene_12123",0.415558015781936,0.005,1,0.00516311313060701,TRUE,4602
"gene_12124",0.279060048908154,0.005,1,0.00516311313060701,TRUE,9447
"gene_12125",0.358730251973945,0.005,1,0.00516311313060701,TRUE,6305
"gene_12126",0.525573217186899,0.005,1,0.00516311313060701,TRUE,2326
"gene_12127",0.222139060213625,0.005,1,0.00516311313060701,TRUE,12009
"gene_12128",0.173920989454798,0.005,1,0.00516311313060701,TRUE,14289
"gene_12129",0.186556876182685,0.005,1,0.00516311313060701,TRUE,13717
"gene_12130",0.221874346118041,0.005,1,0.00516311313060701,TRUE,12022
"gene_12131",0.116539606565318,0.005,1,0.00516311313060701,TRUE,16624
"gene_12132",0.272390172863624,0.005,1,0.00516311313060701,TRUE,9704
"gene_12133",0.418682498144785,0.005,1,0.00516311313060701,TRUE,4513
"gene_12134",0.148031650642427,0.005,1,0.00516311313060701,TRUE,15428
"gene_12135",0.302946096820878,0.005,1,0.00516311313060701,TRUE,8425
"gene_12136",0.1653919325843,0.005,1,0.00516311313060701,TRUE,14681
"gene_12137",0.472981573311985,0.005,1,0.00516311313060701,TRUE,3275
"gene_12138",0.444185121695531,0.005,1,0.00516311313060701,TRUE,3872
"gene_12139",0.0843692402984697,0.025,1,0.0253837782105625,TRUE,17431
"gene_12140",0.149090653656438,0.005,1,0.00516311313060701,TRUE,15393
"gene_12141",0.181498030102594,0.005,1,0.00516311313060701,TRUE,13979
"gene_12142",0.171471851704561,0.005,1,0.00516311313060701,TRUE,14402
"gene_12143",0.38142023778593,0.005,1,0.00516311313060701,TRUE,5620
"gene_12144",0.17153291447719,0.005,1,0.00516311313060701,TRUE,14401
"gene_12145",0.331470043565909,0.005,1,0.00516311313060701,TRUE,7284
"gene_12147",0.0804545474891585,0.04,1,0.0404633909718655,TRUE,17499
"gene_12148",0.533710565256329,0.005,1,0.00516311313060701,TRUE,2219
"gene_12149",0.135014547990346,0.005,1,0.00516311313060701,TRUE,15966
"gene_12150",0.347799785741872,0.005,1,0.00516311313060701,TRUE,6689
"gene_12151",0.266297203932339,0.005,1,0.00516311313060701,TRUE,9985
"gene_12152",0.296865279465388,0.005,1,0.00516311313060701,TRUE,8687
"gene_12153",0.253629445636609,0.005,1,0.00516311313060701,TRUE,10538
"gene_12154",0.409905503407474,0.005,1,0.00516311313060701,TRUE,4734
"gene_12155",0.339193045936562,0.005,1,0.00516311313060701,TRUE,7009
"gene_12156",0.244700218186392,0.005,1,0.00516311313060701,TRUE,10928
"gene_12157",0.244184133340258,0.005,1,0.00516311313060701,TRUE,10948
"gene_12158",0.303883697729701,0.005,1,0.00516311313060701,TRUE,8392
"gene_12159",0.677676204765826,0.005,1,0.00516311313060701,TRUE,747
"gene_12160",0.390357451944676,0.005,1,0.00516311313060701,TRUE,5344
"gene_12161",0.3018396714952,0.005,1,0.00516311313060701,TRUE,8470
"gene_12162",0.420588112457195,0.005,1,0.00516311313060701,TRUE,4458
"gene_12163",0.117267115677728,0.005,1,0.00516311313060701,TRUE,16601
"gene_12164",0.392785354910218,0.005,1,0.00516311313060701,TRUE,5281
"gene_12165",0.19333060881933,0.005,1,0.00516311313060701,TRUE,13418
"gene_12166",0.479428912910402,0.005,1,0.00516311313060701,TRUE,3152
"gene_12167",0.344027997984803,0.005,1,0.00516311313060701,TRUE,6827
"gene_12168",0.142816894873818,0.005,1,0.00516311313060701,TRUE,15649
"gene_12169",0.386992987765171,0.005,1,0.00516311313060701,TRUE,5443
"gene_12170",0.340160857461119,0.005,1,0.00516311313060701,TRUE,6968
"gene_12171",0.350601177501293,0.005,1,0.00516311313060701,TRUE,6585
"gene_12173",0.189389878732503,0.005,1,0.00516311313060701,TRUE,13591
"gene_12174",0.192876467819318,0.005,1,0.00516311313060701,TRUE,13439
"gene_12175",0.498021968437492,0.005,1,0.00516311313060701,TRUE,2791
"gene_12176",0.0817958725356851,0.03,1,0.0304169764914488,TRUE,17473
"gene_12177",0.253853136124124,0.005,1,0.00516311313060701,TRUE,10528
"gene_12178",0.24436048419388,0.005,1,0.00516311313060701,TRUE,10941
"gene_12179",0.179768321509586,0.005,1,0.00516311313060701,TRUE,14060
"gene_12180",0.492910152765067,0.005,1,0.00516311313060701,TRUE,2877
"gene_12181",0.386342635384556,0.005,1,0.00516311313060701,TRUE,5465
"gene_12182",0.338928683049418,0.005,1,0.00516311313060701,TRUE,7022
"gene_12183",0.36291094549798,0.005,1,0.00516311313060701,TRUE,6189
"gene_12184",0.19659811381319,0.005,1,0.00516311313060701,TRUE,13258
"gene_12185",0.129664937916476,0.005,1,0.00516311313060701,TRUE,16178
"gene_12186",0.135995548548932,0.005,1,0.00516311313060701,TRUE,15927
"gene_12187",0.744965023703736,0.005,1,0.00516311313060701,TRUE,428
"gene_12188",0.727555130614689,0.005,1,0.00516311313060701,TRUE,510
"gene_12189",0.246256445949868,0.005,1,0.00516311313060701,TRUE,10848
"gene_12190",0.127141640751858,0.005,1,0.00516311313060701,TRUE,16280
"gene_12191",0.306478239667349,0.005,1,0.00516311313060701,TRUE,8273
"gene_12192",0.300655327680193,0.005,1,0.00516311313060701,TRUE,8515
"gene_12193",0.252895976173012,0.005,1,0.00516311313060701,TRUE,10567
"gene_12194",0.394280648193169,0.005,1,0.00516311313060701,TRUE,5226
"gene_12195",0.300600173071697,0.005,1,0.00516311313060701,TRUE,8520
"gene_12196",0.34035560269031,0.005,1,0.00516311313060701,TRUE,6961
"gene_12197",0.0951976397503547,0.02,1,0.0203513203214696,TRUE,17201
"gene_12198",0.338920739972096,0.005,1,0.00516311313060701,TRUE,7024
"gene_12199",0.267555144780999,0.005,1,0.00516311313060701,TRUE,9920
"gene_12200",0.22119887867564,0.005,1,0.00516311313060701,TRUE,12051
"gene_12201",0.273998399283487,0.005,1,0.00516311313060701,TRUE,9652
"gene_12202",0.340493262666929,0.005,1,0.00516311313060701,TRUE,6952
"gene_12203",0.273624540569805,0.005,1,0.00516311313060701,TRUE,9665
"gene_12204",0.506373580362632,0.005,1,0.00516311313060701,TRUE,2651
"gene_12205",0.425696300347653,0.005,1,0.00516311313060701,TRUE,4334
"gene_12206",0.198865134664028,0.005,1,0.00516311313060701,TRUE,13155
"gene_12207",0.350843016041048,0.005,1,0.00516311313060701,TRUE,6577
"gene_12208",0.43738419697545,0.005,1,0.00516311313060701,TRUE,4031
"gene_12209",0.326755251086046,0.005,1,0.00516311313060701,TRUE,7481
"gene_12210",0.5325773615626,0.005,1,0.00516311313060701,TRUE,2238
"gene_12211",0.619664834013706,0.005,1,0.00516311313060701,TRUE,1176
"gene_12212",0.258320608349863,0.005,1,0.00516311313060701,TRUE,10319
"gene_12213",0.206746724867751,0.005,1,0.00516311313060701,TRUE,12740
"gene_12214",0.574605085322382,0.005,1,0.00516311313060701,TRUE,1672
"gene_12215",0.318592153145053,0.005,1,0.00516311313060701,TRUE,7769
"gene_12216",0.273962583072874,0.005,1,0.00516311313060701,TRUE,9653
"gene_12217",0.428479941462171,0.005,1,0.00516311313060701,TRUE,4264
"gene_12218",0.532658723636574,0.005,1,0.00516311313060701,TRUE,2236
"gene_12219",0.190350441193225,0.005,1,0.00516311313060701,TRUE,13547
