"gene_name","MI_score","p_value","p_adj_bonf","p_adj_fdr","significant","rank_mi"
"gene_819",0.641101075965611,0.005,1,0.00516311313060701,TRUE,999
"gene_820",0.153118255737734,0.005,1,0.00516311313060701,TRUE,15221
"gene_821",0.132721451368098,0.005,1,0.00516311313060701,TRUE,16064
"gene_822",0.341926557783563,0.005,1,0.00516311313060701,TRUE,6897
"gene_823",0.344315621337622,0.005,1,0.00516311313060701,TRUE,6815
"gene_825",0.24176899145662,0.005,1,0.00516311313060701,TRUE,11089
"gene_826",0.438321483163596,0.005,1,0.00516311313060701,TRUE,4010
"gene_827",0.0643051453259922,0.25,1,0.250735543736562,FALSE,17648
"gene_828",0.373764084197489,0.005,1,0.00516311313060701,TRUE,5849
"gene_829",0.38527747544935,0.005,1,0.00516311313060701,TRUE,5493
"gene_830",0.488766467006941,0.005,1,0.00516311313060701,TRUE,2959
"gene_831",0.264289495665932,0.005,1,0.00516311313060701,TRUE,10069
"gene_832",0.147981050368003,0.005,1,0.00516311313060701,TRUE,15429
"gene_833",0.226004303126576,0.005,1,0.00516311313060701,TRUE,11814
"gene_834",0.276548785326634,0.005,1,0.00516311313060701,TRUE,9551
"gene_835",0.565515114524043,0.005,1,0.00516311313060701,TRUE,1791
"gene_836",0.582205900516097,0.005,1,0.00516311313060701,TRUE,1587
"gene_837",0.254904537045153,0.005,1,0.00516311313060701,TRUE,10468
"gene_838",0.447795278551828,0.005,1,0.00516311313060701,TRUE,3781
"gene_839",0.310217783863646,0.005,1,0.00516311313060701,TRUE,8122
"gene_840",0.082635390456371,0.025,1,0.0253837782105625,TRUE,17460
"gene_844",0.266177057070259,0.005,1,0.00516311313060701,TRUE,9993
"gene_846",0.182736980665613,0.005,1,0.00516311313060701,TRUE,13919
"gene_847",0.258059564483058,0.005,1,0.00516311313060701,TRUE,10328
"gene_848",0.308064309237304,0.005,1,0.00516311313060701,TRUE,8201
"gene_849",0.314967272574117,0.005,1,0.00516311313060701,TRUE,7915
"gene_850",0.260705505298696,0.005,1,0.00516311313060701,TRUE,10218
"gene_851",0.222552894797131,0.005,1,0.00516311313060701,TRUE,11983
"gene_852",0.354663968132982,0.005,1,0.00516311313060701,TRUE,6439
"gene_853",0.308542191284856,0.005,1,0.00516311313060701,TRUE,8190
"gene_854",0.344711550166686,0.005,1,0.00516311313060701,TRUE,6802
"gene_855",0.516415852377473,0.005,1,0.00516311313060701,TRUE,2486
"gene_857",0.364536345080182,0.005,1,0.00516311313060701,TRUE,6153
"gene_858",0.219411055073055,0.005,1,0.00516311313060701,TRUE,12150
"gene_860",0.147757114457648,0.005,1,0.00516311313060701,TRUE,15437
"gene_861",0.577614309352379,0.005,1,0.00516311313060701,TRUE,1640
"gene_862",0.335964829511633,0.005,1,0.00516311313060701,TRUE,7139
"gene_863",0.652660099745137,0.005,1,0.00516311313060701,TRUE,908
"gene_865",0.272439814059201,0.005,1,0.00516311313060701,TRUE,9701
"gene_866",0.263708339974187,0.005,1,0.00516311313060701,TRUE,10106
"gene_867",0.213382074573455,0.005,1,0.00516311313060701,TRUE,12439
"gene_868",0.202376461096322,0.005,1,0.00516311313060701,TRUE,12967
"gene_870",0.129852785875195,0.005,1,0.00516311313060701,TRUE,16170
"gene_871",0.441621725975723,0.005,1,0.00516311313060701,TRUE,3931
"gene_872",0.578236168497943,0.005,1,0.00516311313060701,TRUE,1637
"gene_873",0.0839026628047304,0.03,1,0.0304169764914488,TRUE,17438
"gene_874",0.266113810781535,0.005,1,0.00516311313060701,TRUE,9996
"gene_875",0.325047998825938,0.005,1,0.00516311313060701,TRUE,7542
"gene_876",0.314443632511305,0.005,1,0.00516311313060701,TRUE,7944
"gene_877",0.495649755167498,0.005,1,0.00516311313060701,TRUE,2833
"gene_878",0.356186197369724,0.005,1,0.00516311313060701,TRUE,6396
"gene_879",0.282139266179799,0.005,1,0.00516311313060701,TRUE,9314
"gene_880",0.277724871238533,0.005,1,0.00516311313060701,TRUE,9495
"gene_881",0.139709712171594,0.005,1,0.00516311313060701,TRUE,15777
"gene_882",0.460351066450348,0.005,1,0.00516311313060701,TRUE,3518
"gene_885",0.490907181988714,0.005,1,0.00516311313060701,TRUE,2917
"gene_886",0.0903188477632684,0.01,1,0.0102438742487286,TRUE,17313
"gene_887",0.53622786126536,0.005,1,0.00516311313060701,TRUE,2178
"gene_888",0.891893279733323,0.005,1,0.00516311313060701,TRUE,113
"gene_889",0.534764404407197,0.005,1,0.00516311313060701,TRUE,2203
"gene_890",0.129424645734219,0.005,1,0.00516311313060701,TRUE,16190
"gene_891",0.153626481267244,0.005,1,0.00516311313060701,TRUE,15201
"gene_892",0.0831700955045767,0.005,1,0.00516311313060701,TRUE,17448
"gene_893",0.410656747688524,0.005,1,0.00516311313060701,TRUE,4716
"gene_894",0.244006206804854,0.005,1,0.00516311313060701,TRUE,10965
"gene_895",0.340284960022182,0.005,1,0.00516311313060701,TRUE,6964
"gene_896",0.244895248897569,0.005,1,0.00516311313060701,TRUE,10913
"gene_897",0.248172621837327,0.005,1,0.00516311313060701,TRUE,10753
"gene_898",0.22613904905552,0.005,1,0.00516311313060701,TRUE,11810
"gene_899",0.233032955072343,0.005,1,0.00516311313060701,TRUE,11488
"gene_900",0.20339199210875,0.005,1,0.00516311313060701,TRUE,12915
"gene_901",0.366947350665217,0.005,1,0.00516311313060701,TRUE,6075
"gene_902",0.18280773543847,0.005,1,0.00516311313060701,TRUE,13916
"gene_903",0.176577069989271,0.005,1,0.00516311313060701,TRUE,14177
"gene_904",0.355801599885942,0.005,1,0.00516311313060701,TRUE,6412
"gene_905",0.232877412760938,0.005,1,0.00516311313060701,TRUE,11499
"gene_906",0.15364923074975,0.005,1,0.00516311313060701,TRUE,15200
"gene_907",0.397279526888039,0.005,1,0.00516311313060701,TRUE,5130
"gene_908",0.13927929869791,0.005,1,0.00516311313060701,TRUE,15803
"gene_909",0.296011699385933,0.005,1,0.00516311313060701,TRUE,8721
"gene_910",0.202335009489166,0.005,1,0.00516311313060701,TRUE,12969
"gene_911",0.256910243905755,0.005,1,0.00516311313060701,TRUE,10378
"gene_912",0.745168711624724,0.005,1,0.00516311313060701,TRUE,427
"gene_913",0.284772647773747,0.005,1,0.00516311313060701,TRUE,9200
"gene_914",0.266990818448877,0.005,1,0.00516311313060701,TRUE,9950
"gene_915",0.318152901467495,0.005,1,0.00516311313060701,TRUE,7786
"gene_916",0.596754845392018,0.005,1,0.00516311313060701,TRUE,1423
"gene_917",0.213302872338956,0.005,1,0.00516311313060701,TRUE,12444
"gene_918",0.139670125528346,0.005,1,0.00516311313060701,TRUE,15780
"gene_919",0.714863846403445,0.005,1,0.00516311313060701,TRUE,570
"gene_920",0.125146714908857,0.005,1,0.00516311313060701,TRUE,16347
"gene_922",0.124543004374864,0.005,1,0.00516311313060701,TRUE,16368
"gene_923",0.31307371116054,0.005,1,0.00516311313060701,TRUE,8003
"gene_924",0.516505577634892,0.005,1,0.00516311313060701,TRUE,2485
"gene_925",0.369377659629324,0.005,1,0.00516311313060701,TRUE,5996
"gene_926",0.22214386175909,0.005,1,0.00516311313060701,TRUE,12007
"gene_927",0.399560310711344,0.005,1,0.00516311313060701,TRUE,5060
"gene_928",0.273677644274129,0.005,1,0.00516311313060701,TRUE,9664
"gene_929",0.253647078044316,0.005,1,0.00516311313060701,TRUE,10536
"gene_930",0.225587150343355,0.005,1,0.00516311313060701,TRUE,11831
"gene_931",0.183387017464748,0.005,1,0.00516311313060701,TRUE,13879
"gene_932",0.392220830457763,0.005,1,0.00516311313060701,TRUE,5300
"gene_933",0.190994785955262,0.005,1,0.00516311313060701,TRUE,13519
"gene_934",0.304585549746348,0.005,1,0.00516311313060701,TRUE,8357
"gene_935",0.139358813299333,0.005,1,0.00516311313060701,TRUE,15799
"gene_936",0.731353155168632,0.005,1,0.00516311313060701,TRUE,497
"gene_937",0.558573973855808,0.005,1,0.00516311313060701,TRUE,1869
"gene_938",0.495433546798226,0.005,1,0.00516311313060701,TRUE,2842
"gene_939",0.620463966617643,0.005,1,0.00516311313060701,TRUE,1168
"gene_940",0.547622131720055,0.005,1,0.00516311313060701,TRUE,2005
"gene_941",0.631370240970107,0.005,1,0.00516311313060701,TRUE,1071
"gene_942",0.362065423553332,0.005,1,0.00516311313060701,TRUE,6216
"gene_943",0.471862084295881,0.005,1,0.00516311313060701,TRUE,3300
"gene_944",0.287150152224704,0.005,1,0.00516311313060701,TRUE,9089
"gene_945",0.0960621918136599,0.005,1,0.00516311313060701,TRUE,17177
"gene_946",0.277762683386036,0.005,1,0.00516311313060701,TRUE,9493
"gene_947",0.598795881435075,0.005,1,0.00516311313060701,TRUE,1398
"gene_948",0.586986146233661,0.005,1,0.00516311313060701,TRUE,1528
"gene_949",0.296015861476954,0.005,1,0.00516311313060701,TRUE,8720
"gene_950",0.0822295588885815,0.035,1,0.035452,TRUE,17466
"gene_951",0.947960491354854,0.005,1,0.00516311313060701,TRUE,62
"gene_952",0.55187812528445,0.005,1,0.00516311313060701,TRUE,1954
"gene_953",0.283130688711681,0.005,1,0.00516311313060701,TRUE,9272
"gene_954",0.233842343976001,0.005,1,0.00516311313060701,TRUE,11450
"gene_955",0.472562189298144,0.005,1,0.00516311313060701,TRUE,3286
"gene_956",0.470765127529371,0.005,1,0.00516311313060701,TRUE,3317
"gene_957",0.364946769749571,0.005,1,0.00516311313060701,TRUE,6139
"gene_958",0.371532553495357,0.005,1,0.00516311313060701,TRUE,5922
"gene_959",0.354656810631057,0.005,1,0.00516311313060701,TRUE,6441
"gene_960",0.316965514363085,0.005,1,0.00516311313060701,TRUE,7839
"gene_961",0.445242048295866,0.005,1,0.00516311313060701,TRUE,3851
"gene_962",0.408409649346201,0.005,1,0.00516311313060701,TRUE,4777
"gene_963",0.574913718695588,0.005,1,0.00516311313060701,TRUE,1666
"gene_964",0.316537228075165,0.005,1,0.00516311313060701,TRUE,7854
"gene_965",0.562607619953633,0.005,1,0.00516311313060701,TRUE,1822
"gene_966",0.286449897410344,0.005,1,0.00516311313060701,TRUE,9115
"gene_967",0.604811606875184,0.005,1,0.00516311313060701,TRUE,1330
"gene_968",0.224312407988365,0.005,1,0.00516311313060701,TRUE,11893
"gene_969",0.142322954658243,0.005,1,0.00516311313060701,TRUE,15669
"gene_970",0.704473572465167,0.005,1,0.00516311313060701,TRUE,608
"gene_971",0.600626791404955,0.005,1,0.00516311313060701,TRUE,1378
"gene_972",0.223254138037484,0.005,1,0.00516311313060701,TRUE,11948
"gene_973",0.579510769500429,0.005,1,0.00516311313060701,TRUE,1608
"gene_974",0.271439388062447,0.005,1,0.00516311313060701,TRUE,9746
"gene_975",0.574583396902446,0.005,1,0.00516311313060701,TRUE,1673
"gene_976",0.287378294525947,0.005,1,0.00516311313060701,TRUE,9081
"gene_977",0.203655151899151,0.005,1,0.00516311313060701,TRUE,12903
"gene_978",0.322147323972134,0.005,1,0.00516311313060701,TRUE,7652
"gene_979",0.216789271274454,0.005,1,0.00516311313060701,TRUE,12284
"gene_980",0.342132097704608,0.005,1,0.00516311313060701,TRUE,6889
"gene_981",0.305059286890962,0.005,1,0.00516311313060701,TRUE,8332
"gene_982",0.253843615210537,0.005,1,0.00516311313060701,TRUE,10529
"gene_983",0.0642883534759831,0.065,1,0.0655621941504495,FALSE,17649
"gene_984",0.129762076638855,0.005,1,0.00516311313060701,TRUE,16174
"gene_985",0.456467594475195,0.005,1,0.00516311313060701,TRUE,3599
"gene_986",0.111167784394861,0.005,1,0.00516311313060701,TRUE,16805
"gene_987",0.321640250203152,0.005,1,0.00516311313060701,TRUE,7665
"gene_988",0.253190444528553,0.005,1,0.00516311313060701,TRUE,10557
"gene_989",0.319416155098584,0.005,1,0.00516311313060701,TRUE,7747
"gene_990",0.409356700279458,0.005,1,0.00516311313060701,TRUE,4747
"gene_991",0.416860363036223,0.005,1,0.00516311313060701,TRUE,4568
"gene_992",0.0908796000763914,0.005,1,0.00516311313060701,TRUE,17300
"gene_993",0.231608364698959,0.005,1,0.00516311313060701,TRUE,11554
"gene_994",0.501887648943506,0.005,1,0.00516311313060701,TRUE,2727
"gene_995",0.396812943185831,0.005,1,0.00516311313060701,TRUE,5142
"gene_996",0.111897187724986,0.005,1,0.00516311313060701,TRUE,16778
"gene_997",0.1444715561253,0.005,1,0.00516311313060701,TRUE,15584
"gene_998",0.0792462938878451,0.06,1,0.0605396174863388,FALSE,17516
"gene_999",0.283983479765473,0.005,1,0.00516311313060701,TRUE,9238
"gene_1000",0.51650767624139,0.005,1,0.00516311313060701,TRUE,2484
"gene_1001",0.208202039935683,0.005,1,0.00516311313060701,TRUE,12663
"gene_1002",0.341223605020061,0.005,1,0.00516311313060701,TRUE,6923
"gene_1003",0.232479385002154,0.005,1,0.00516311313060701,TRUE,11513
"gene_1004",0.314860802422966,0.005,1,0.00516311313060701,TRUE,7924
"gene_1005",0.164995206477761,0.005,1,0.00516311313060701,TRUE,14697
"gene_1006",0.10570662219188,0.005,1,0.00516311313060701,TRUE,16949
"gene_1007",0.119311543895226,0.005,1,0.00516311313060701,TRUE,16538
"gene_1009",0.356667053553259,0.005,1,0.00516311313060701,TRUE,6374
"gene_1010",0.252223387212982,0.005,1,0.00516311313060701,TRUE,10593
"gene_1011",0.216936689135723,0.005,1,0.00516311313060701,TRUE,12275
"gene_1012",0.297311050933348,0.005,1,0.00516311313060701,TRUE,8672
"gene_1013",0.356859558634896,0.005,1,0.00516311313060701,TRUE,6371
"gene_1014",0.338023107290878,0.005,1,0.00516311313060701,TRUE,7061
"gene_1015",0.435732982426314,0.005,1,0.00516311313060701,TRUE,4076
"gene_1016",0.252082567505437,0.005,1,0.00516311313060701,TRUE,10598
"gene_1017",0.12752296771817,0.005,1,0.00516311313060701,TRUE,16267
"gene_1018",0.162196043766093,0.005,1,0.00516311313060701,TRUE,14837
"gene_1019",0.138348669039077,0.005,1,0.00516311313060701,TRUE,15839
"gene_1020",0.384936319541525,0.005,1,0.00516311313060701,TRUE,5512
"gene_1021",0.527851898525316,0.005,1,0.00516311313060701,TRUE,2292
"gene_1022",0.134539374458435,0.005,1,0.00516311313060701,TRUE,15988
"gene_1023",0.368237270004392,0.005,1,0.00516311313060701,TRUE,6040
"gene_1024",0.091626146786119,0.015,1,0.0153021408839779,TRUE,17283
"gene_1025",0.156515542748375,0.005,1,0.00516311313060701,TRUE,15090
"gene_1026",0.342200744525169,0.005,1,0.00516311313060701,TRUE,6885
"gene_1027",0.495692762300896,0.005,1,0.00516311313060701,TRUE,2832
"gene_1028",0.442578193343055,0.005,1,0.00516311313060701,TRUE,3911
"gene_1029",0.321196787636598,0.005,1,0.00516311313060701,TRUE,7684
"gene_1030",0.33107770517463,0.005,1,0.00516311313060701,TRUE,7302
"gene_1031",0.242090172713509,0.005,1,0.00516311313060701,TRUE,11071
"gene_1033",0.345255847272819,0.005,1,0.00516311313060701,TRUE,6783
"gene_1034",0.420150393272213,0.005,1,0.00516311313060701,TRUE,4468
"gene_1035",0.363036761327077,0.005,1,0.00516311313060701,TRUE,6184
"gene_1036",0.392879025273159,0.005,1,0.00516311313060701,TRUE,5276
"gene_1037",0.106672019260788,0.01,1,0.0102438742487286,TRUE,16926
"gene_1038",0.468780325156064,0.005,1,0.00516311313060701,TRUE,3353
"gene_1039",0.35231310212131,0.005,1,0.00516311313060701,TRUE,6529
"gene_1040",0.10266183796788,0.005,1,0.00516311313060701,TRUE,17015
"gene_1041",0.194674728658216,0.005,1,0.00516311313060701,TRUE,13355
"gene_1042",0.436029059985092,0.005,1,0.00516311313060701,TRUE,4065
"gene_1043",0.370243003402999,0.005,1,0.00516311313060701,TRUE,5971
"gene_1044",0.173953227732065,0.005,1,0.00516311313060701,TRUE,14287
"gene_1045",0.381213266292684,0.005,1,0.00516311313060701,TRUE,5627
"gene_1046",0.291660420816726,0.005,1,0.00516311313060701,TRUE,8911
"gene_1048",0.242120658882411,0.005,1,0.00516311313060701,TRUE,11068
"gene_1049",0.414067074203174,0.005,1,0.00516311313060701,TRUE,4634
"gene_1050",0.526391498342745,0.005,1,0.00516311313060701,TRUE,2318
"gene_1051",0.407255074709809,0.005,1,0.00516311313060701,TRUE,4826
"gene_1052",0.43192752425713,0.005,1,0.00516311313060701,TRUE,4186
"gene_1053",0.339132528131591,0.005,1,0.00516311313060701,TRUE,7013
"gene_1054",0.223076358008846,0.005,1,0.00516311313060701,TRUE,11956
"gene_1055",0.184298070362312,0.005,1,0.00516311313060701,TRUE,13832
"gene_1056",0.650760946938119,0.005,1,0.00516311313060701,TRUE,923
"gene_1057",0.115867844683365,0.005,1,0.00516311313060701,TRUE,16644
"gene_1058",0.939824397778013,0.005,1,0.00516311313060701,TRUE,65
"gene_1059",0.516000335344328,0.005,1,0.00516311313060701,TRUE,2490
"gene_1060",0.584251978169609,0.005,1,0.00516311313060701,TRUE,1561
"gene_1061",0.460117987488139,0.005,1,0.00516311313060701,TRUE,3522
"gene_1062",0.386100369760298,0.005,1,0.00516311313060701,TRUE,5476
"gene_1063",0.421155896407659,0.005,1,0.00516311313060701,TRUE,4443
"gene_1064",0.418773179939637,0.005,1,0.00516311313060701,TRUE,4509
"gene_1066",0.340367327071505,0.005,1,0.00516311313060701,TRUE,6960
"gene_1067",0.42630012721222,0.005,1,0.00516311313060701,TRUE,4316
"gene_1068",0.112898028981125,0.005,1,0.00516311313060701,TRUE,16746
"gene_1069",0.330097628737692,0.005,1,0.00516311313060701,TRUE,7350
"gene_1070",0.330484823402534,0.005,1,0.00516311313060701,TRUE,7336
"gene_1071",0.279468156778146,0.005,1,0.00516311313060701,TRUE,9424
"gene_1072",0.281698758211668,0.005,1,0.00516311313060701,TRUE,9334
"gene_1073",0.610855817095389,0.005,1,0.00516311313060701,TRUE,1271
"gene_1074",0.372730930874722,0.005,1,0.00516311313060701,TRUE,5882
"gene_1075",0.302176485620801,0.005,1,0.00516311313060701,TRUE,8457
"gene_1076",0.0569658887139246,0.44,1,0.440497006664408,FALSE,17693
"gene_1077",0.0771783856653565,0.065,1,0.0655621941504495,FALSE,17539
"gene_1078",0.560427416148273,0.005,1,0.00516311313060701,TRUE,1849
"gene_1080",0.372657959391884,0.005,1,0.00516311313060701,TRUE,5883
"gene_1081",0.315567647785797,0.005,1,0.00516311313060701,TRUE,7896
"gene_1082",0.576598287773068,0.005,1,0.00516311313060701,TRUE,1651
"gene_1085",0.172515861628492,0.005,1,0.00516311313060701,TRUE,14357
"gene_1086",0.506149248448128,0.005,1,0.00516311313060701,TRUE,2657
"gene_1087",0.110396940694647,0.005,1,0.00516311313060701,TRUE,16828
"gene_1089",0.174122344230214,0.005,1,0.00516311313060701,TRUE,14279
"gene_1092",0.131744446182696,0.005,1,0.00516311313060701,TRUE,16101
"gene_1093",0.472631967098907,0.005,1,0.00516311313060701,TRUE,3284
"gene_1094",0.252497460348017,0.005,1,0.00516311313060701,TRUE,10583
"gene_1095",0.204716832104339,0.005,1,0.00516311313060701,TRUE,12847
"gene_1096",0.585633205908319,0.005,1,0.00516311313060701,TRUE,1545
"gene_1097",0.136987547373101,0.005,1,0.00516311313060701,TRUE,15890
"gene_1098",0.190539944784165,0.005,1,0.00516311313060701,TRUE,13540
"gene_1099",0.3091756686719,0.005,1,0.00516311313060701,TRUE,8158
"gene_1100",0.483178653660545,0.005,1,0.00516311313060701,TRUE,3064
"gene_1101",0.29788111540379,0.005,1,0.00516311313060701,TRUE,8641
"gene_1102",0.197897092060447,0.005,1,0.00516311313060701,TRUE,13200
"gene_1103",0.11927199538994,0.005,1,0.00516311313060701,TRUE,16540
"gene_1104",0.342978926171634,0.005,1,0.00516311313060701,TRUE,6868
"gene_1105",0.463025791884117,0.005,1,0.00516311313060701,TRUE,3464
"gene_1107",0.236070310222957,0.005,1,0.00516311313060701,TRUE,11349
"gene_1108",0.216793265807188,0.005,1,0.00516311313060701,TRUE,12283
"gene_1109",0.570627605825174,0.005,1,0.00516311313060701,TRUE,1714
"gene_1110",0.0953917330719412,0.005,1,0.00516311313060701,TRUE,17199
"gene_1111",0.441025820635621,0.005,1,0.00516311313060701,TRUE,3949
"gene_1112",0.334560899207217,0.005,1,0.00516311313060701,TRUE,7175
"gene_1113",0.292026842162691,0.005,1,0.00516311313060701,TRUE,8892
"gene_1114",0.232309762490398,0.005,1,0.00516311313060701,TRUE,11520
"gene_1115",0.130104704573663,0.005,1,0.00516311313060701,TRUE,16165
"gene_1116",0.548051122452931,0.005,1,0.00516311313060701,TRUE,2000
"gene_1117",0.27834728113766,0.005,1,0.00516311313060701,TRUE,9474
"gene_1118",0.0747667632071662,0.04,1,0.0404633909718655,TRUE,17565
"gene_1119",0.190078030228384,0.005,1,0.00516311313060701,TRUE,13563
"gene_1120",0.121582843412607,0.005,1,0.00516311313060701,TRUE,16464
"gene_1121",0.238639900603693,0.005,1,0.00516311313060701,TRUE,11219
"gene_1122",0.724838581832334,0.005,1,0.00516311313060701,TRUE,528
"gene_1123",0.550231183874689,0.005,1,0.00516311313060701,TRUE,1973
"gene_1124",0.529900798242651,0.005,1,0.00516311313060701,TRUE,2275
"gene_1125",0.294886613752267,0.005,1,0.00516311313060701,TRUE,8778
"gene_1126",0.141425213144674,0.005,1,0.00516311313060701,TRUE,15706
"gene_1127",0.52493331912095,0.005,1,0.00516311313060701,TRUE,2339
"gene_1128",0.554471270712978,0.005,1,0.00516311313060701,TRUE,1922
"gene_1129",0.428424638740058,0.005,1,0.00516311313060701,TRUE,4267
"gene_1130",0.408244486926456,0.005,1,0.00516311313060701,TRUE,4783
"gene_1131",0.294556460734445,0.005,1,0.00516311313060701,TRUE,8802
"gene_1132",0.408920185319336,0.005,1,0.00516311313060701,TRUE,4760
"gene_1133",0.386107299387648,0.005,1,0.00516311313060701,TRUE,5475
"gene_1134",0.199691702489518,0.005,1,0.00516311313060701,TRUE,13122
"gene_1135",0.19807778164669,0.005,1,0.00516311313060701,TRUE,13194
"gene_1136",0.259973102208906,0.005,1,0.00516311313060701,TRUE,10254
"gene_1137",0.856747452714739,0.005,1,0.00516311313060701,TRUE,161
"gene_1138",0.122196351731525,0.005,1,0.00516311313060701,TRUE,16442
"gene_1139",0.116232341636334,0.005,1,0.00516311313060701,TRUE,16635
"gene_1140",0.389020482826287,0.005,1,0.00516311313060701,TRUE,5381
"gene_1142",0.116373693100649,0.005,1,0.00516311313060701,TRUE,16630
"gene_1143",0.278636731676867,0.005,1,0.00516311313060701,TRUE,9461
"gene_1144",0.567050307411709,0.005,1,0.00516311313060701,TRUE,1769
"gene_1145",0.402728491769031,0.005,1,0.00516311313060701,TRUE,4960
"gene_1146",0.356860986112831,0.005,1,0.00516311313060701,TRUE,6370
"gene_1147",0.173035837748626,0.005,1,0.00516311313060701,TRUE,14333
"gene_1148",0.386982659332526,0.005,1,0.00516311313060701,TRUE,5446
"gene_1149",0.626521713519492,0.005,1,0.00516311313060701,TRUE,1120
"gene_1150",0.097082686304371,0.015,1,0.0153021408839779,TRUE,17154
"gene_1151",0.130555507158398,0.005,1,0.00516311313060701,TRUE,16149
"gene_1152",0.13546579356935,0.005,1,0.00516311313060701,TRUE,15946
"gene_1153",0.174607947346274,0.005,1,0.00516311313060701,TRUE,14261
"gene_1154",0.179190026339218,0.005,1,0.00516311313060701,TRUE,14085
"gene_1155",0.153726335272063,0.005,1,0.00516311313060701,TRUE,15198
"gene_1156",0.226314830549914,0.005,1,0.00516311313060701,TRUE,11801
"gene_1157",0.295006492711658,0.005,1,0.00516311313060701,TRUE,8768
"gene_1158",0.266263585713462,0.005,1,0.00516311313060701,TRUE,9988
"gene_1159",0.23674804353976,0.005,1,0.00516311313060701,TRUE,11315
"gene_1160",0.137992269767539,0.005,1,0.00516311313060701,TRUE,15860
"gene_1161",0.13141081459323,0.005,1,0.00516311313060701,TRUE,16112
"gene_1162",0.140975311834418,0.005,1,0.00516311313060701,TRUE,15729
"gene_1163",0.217894143923273,0.005,1,0.00516311313060701,TRUE,12232
"gene_1164",0.127412893009552,0.005,1,0.00516311313060701,TRUE,16272
"gene_1165",0.348467489018436,0.005,1,0.00516311313060701,TRUE,6663
"gene_1166",0.219280365834238,0.005,1,0.00516311313060701,TRUE,12155
"gene_1167",0.277534678283073,0.005,1,0.00516311313060701,TRUE,9504
"gene_1168",0.148270672051635,0.005,1,0.00516311313060701,TRUE,15417
"gene_1169",0.187464952846716,0.005,1,0.00516311313060701,TRUE,13677
"gene_1170",0.178239896872929,0.005,1,0.00516311313060701,TRUE,14117
"gene_1171",0.204330385626153,0.005,1,0.00516311313060701,TRUE,12868
"gene_1172",0.203037614008698,0.005,1,0.00516311313060701,TRUE,12931
"gene_1173",0.122788671819637,0.005,1,0.00516311313060701,TRUE,16424
"gene_1174",0.220244334785816,0.005,1,0.00516311313060701,TRUE,12097
"gene_1175",0.105950797704224,0.005,1,0.00516311313060701,TRUE,16942
"gene_1176",0.210762961258562,0.005,1,0.00516311313060701,TRUE,12552
"gene_1177",0.514179259503655,0.005,1,0.00516311313060701,TRUE,2521
"gene_1178",0.249939519382297,0.005,1,0.00516311313060701,TRUE,10684
"gene_1179",0.286216033428897,0.005,1,0.00516311313060701,TRUE,9120
"gene_1180",0.195648990920104,0.005,1,0.00516311313060701,TRUE,13308
"gene_1181",0.230427228693459,0.005,1,0.00516311313060701,TRUE,11614
"gene_1182",0.304018664070854,0.005,1,0.00516311313060701,TRUE,8385
"gene_1183",0.142146733484359,0.005,1,0.00516311313060701,TRUE,15678
"gene_1185",0.30592324412095,0.005,1,0.00516311313060701,TRUE,8297
"gene_1186",0.512081348843392,0.005,1,0.00516311313060701,TRUE,2553
"gene_1187",0.169502879004043,0.005,1,0.00516311313060701,TRUE,14492
"gene_1188",0.252476664015954,0.005,1,0.00516311313060701,TRUE,10584
"gene_1189",0.865200790329316,0.005,1,0.00516311313060701,TRUE,145
"gene_1190",0.402657596023667,0.005,1,0.00516311313060701,TRUE,4963
"gene_1191",0.773131762833487,0.005,1,0.00516311313060701,TRUE,341
"gene_1192",0.554914164511315,0.005,1,0.00516311313060701,TRUE,1915
"gene_1193",0.179736471638534,0.005,1,0.00516311313060701,TRUE,14062
"gene_1194",0.340150899477473,0.005,1,0.00516311313060701,TRUE,6969
"gene_1195",0.230647195334217,0.005,1,0.00516311313060701,TRUE,11603
"gene_1196",0.230361869550698,0.005,1,0.00516311313060701,TRUE,11616
"gene_1197",0.265614867389474,0.005,1,0.00516311313060701,TRUE,10019
"gene_1198",0.587027243263647,0.005,1,0.00516311313060701,TRUE,1526
"gene_1199",0.541828891465457,0.005,1,0.00516311313060701,TRUE,2085
"gene_1200",0.263166802576616,0.005,1,0.00516311313060701,TRUE,10121
"gene_1201",0.440717948703211,0.005,1,0.00516311313060701,TRUE,3955
"gene_1202",0.168811621989709,0.005,1,0.00516311313060701,TRUE,14533
"gene_1203",0.486721106100382,0.005,1,0.00516311313060701,TRUE,2996
"gene_1204",0.808276945175124,0.005,1,0.00516311313060701,TRUE,259
"gene_1205",0.58767518712755,0.005,1,0.00516311313060701,TRUE,1517
"gene_1206",0.296076081777588,0.005,1,0.00516311313060701,TRUE,8716
"gene_1208",0.0828024234229447,0.03,1,0.0304169764914488,TRUE,17456
"gene_1209",0.240920779174395,0.005,1,0.00516311313060701,TRUE,11129
"gene_1210",0.199737102987132,0.005,1,0.00516311313060701,TRUE,13117
"gene_1211",0.0886788597133696,0.02,1,0.0203513203214696,TRUE,17344
"gene_1212",0.596250013632367,0.005,1,0.00516311313060701,TRUE,1428
"gene_1213",0.0643378074174557,0.01,1,0.0102438742487286,TRUE,17647
"gene_1214",0.299539814198546,0.005,1,0.00516311313060701,TRUE,8576
"gene_1215",0.574738463327447,0.005,1,0.00516311313060701,TRUE,1670
